Gender,Age_Group,Marital_Status,Income_Level,Time_of_Day,Day,Location,Cuisine_Type
Other,35-44,Divorced,Low,Dinner,Thursday,Benz Circle,Fast Food
Female,55-64,Widowed,Upper-Middle,Late Night,Sunday,Benz Circle,Fast Food
Other,25-34,Divorced,Middle,Lunch,Wednesday,MG Road,Chinese
Female,25-34,Widowed,Middle,Lunch,Friday,Patamata,Continental
Other,45-54,Divorced,Low,Snack,Wednesday,Benz Circle,Street Food
Other,18-24,Divorced,Low,Snack,Saturday,Gunadala,South Indian
Male,35-44,Divorced,Upper-Middle,Late Night,Thursday,Benz Circle,Fast Food
Female,25-34,Single,Low,Lunch,Tuesday,Patamata,Continental
Other,55-64,Divorced,Middle,Dinner,Tuesday,Bhavanipuram,Biryani
Male,35-44,Married,Low,Dinner,Saturday,Gunadala,Fast Food
Male,18-24,Widowed,Low,Lunch,Wednesday,Gunadala,Biryani
Other,25-34,Divorced,Low,Late Night,Tuesday,Gunadala,South Indian
Male,35-44,Widowed,High,Snack,Sunday,Governorpet,South Indian
Other,25-34,Married,Low,Lunch,Monday,Governorpet,South Indian
Female,35-44,Widowed,Upper-Middle,Breakfast,Wednesday,Poranki,South Indian
Female,35-44,Married,High,Lunch,Sunday,Auto Nagar,Biryani
Male,35-44,Married,Middle,Late Night,Wednesday,Bhavanipuram,Fast Food
Other,35-44,Widowed,Low,Breakfast,Tuesday,Poranki,Bakery
Female,25-34,Widowed,Middle,Dinner,Tuesday,Bhavanipuram,Biryani
Female,55-64,Divorced,Low,Late Night,Sunday,Governorpet,South Indian
Other,18-24,Divorced,Middle,Dinner,Saturday,Ramachandra Nagar,Biryani
Male,18-24,Widowed,Upper-Middle,Breakfast,Monday,Poranki,Bakery
Female,35-44,Married,Low,Snack,Tuesday,Benz Circle,Street Food
Female,35-44,Single,Upper-Middle,Dinner,Thursday,Ramachandra Nagar,North Indian
Other,45-54,Married,Middle,Breakfast,Friday,Bhavanipuram,Biryani
Other,18-24,Divorced,Middle,Snack,Sunday,MG Road,Chinese
Other,45-54,Married,High,Dinner,Saturday,MG Road,Chinese
Female,25-34,Married,Low,Late Night,Saturday,Governorpet,Fast Food
Female,18-24,Married,Middle,Lunch,Wednesday,Gunadala,South Indian
Other,35-44,Widowed,High,Dinner,Friday,One Town,Biryani
Female,25-34,Widowed,Upper-Middle,Breakfast,Sunday,Benz Circle,Fast Food
Other,45-54,Widowed,Low,Snack,Friday,One Town,Street Food
Female,45-54,Single,Upper-Middle,Snack,Friday,Gunadala,North Indian
Male,35-44,Married,Low,Dinner,Monday,Ramachandra Nagar,North Indian
Other,18-24,Widowed,Upper-Middle,Snack,Friday,Governorpet,South Indian
Male,18-24,Married,Middle,Breakfast,Sunday,Bhavanipuram,Biryani
Other,18-24,Divorced,Low,Breakfast,Saturday,Auto Nagar,Biryani
Other,35-44,Widowed,Middle,Snack,Thursday,Ramachandra Nagar,North Indian
Other,18-24,Widowed,Upper-Middle,Lunch,Wednesday,Poranki,Bakery
Male,45-54,Divorced,Low,Dinner,Monday,Poranki,Biryani
Male,55-64,Widowed,Middle,Dinner,Saturday,Benz Circle,Fast Food
Female,55-64,Married,Middle,Dinner,Saturday,Bhavanipuram,Biryani
Other,35-44,Married,Upper-Middle,Late Night,Wednesday,Auto Nagar,Biryani
Other,55-64,Widowed,Middle,Snack,Monday,MG Road,Chinese
Other,18-24,Widowed,Low,Snack,Saturday,Ramachandra Nagar,North Indian
Other,25-34,Widowed,High,Snack,Thursday,Benz Circle,Fast Food
Female,25-34,Single,Low,Breakfast,Sunday,Ramachandra Nagar,North Indian
Female,35-44,Single,Low,Snack,Thursday,One Town,Street Food
Female,25-34,Divorced,High,Lunch,Tuesday,Bhavanipuram,Fast Food
Other,45-54,Widowed,Upper-Middle,Dinner,Friday,Gunadala,South Indian
Male,35-44,Single,Upper-Middle,Snack,Thursday,Poranki,Bakery
Male,25-34,Single,High,Dinner,Saturday,Governorpet,South Indian
Male,45-54,Married,High,Dinner,Sunday,Ramachandra Nagar,Street Food
Female,45-54,Widowed,Upper-Middle,Snack,Tuesday,Poranki,Bakery
Male,35-44,Divorced,Low,Snack,Monday,One Town,Street Food
Female,25-34,Single,Upper-Middle,Snack,Saturday,Bhavanipuram,Biryani
Other,55-64,Married,Middle,Dinner,Friday,MG Road,Chinese
Male,35-44,Single,Upper-Middle,Lunch,Monday,Governorpet,South Indian
Male,25-34,Single,High,Snack,Wednesday,Patamata,Continental
Other,55-64,Divorced,Middle,Late Night,Thursday,Auto Nagar,Biryani
Other,45-54,Widowed,Middle,Breakfast,Saturday,Patamata,South Indian
Male,55-64,Single,Low,Late Night,Wednesday,Governorpet,Fast Food
Male,25-34,Widowed,Middle,Snack,Monday,Benz Circle,Fast Food
Male,35-44,Widowed,Middle,Dinner,Friday,MG Road,Chinese
Other,55-64,Single,Middle,Lunch,Saturday,Gunadala,South Indian
Female,35-44,Married,High,Lunch,Tuesday,Benz Circle,Fast Food
Female,35-44,Divorced,Low,Snack,Saturday,Benz Circle,Fast Food
Other,18-24,Divorced,Middle,Breakfast,Thursday,Patamata,South Indian
Male,18-24,Single,Low,Dinner,Monday,One Town,Street Food
Male,35-44,Single,Middle,Snack,Tuesday,Patamata,Continental
Male,55-64,Married,High,Late Night,Saturday,Patamata,Continental
Male,55-64,Married,Upper-Middle,Snack,Thursday,MG Road,Chinese
Male,45-54,Married,High,Late Night,Monday,Poranki,Street Food
Male,25-34,Single,Upper-Middle,Snack,Tuesday,One Town,Street Food
Female,55-64,Divorced,High,Breakfast,Thursday,Benz Circle,Fast Food
Female,35-44,Married,Upper-Middle,Dinner,Friday,Bhavanipuram,Biryani
Male,55-64,Widowed,Low,Breakfast,Wednesday,Benz Circle,South Indian
Female,35-44,Single,Upper-Middle,Late Night,Friday,Patamata,Fast Food
Female,25-34,Married,High,Snack,Saturday,Auto Nagar,Biryani
Other,55-64,Divorced,Upper-Middle,Breakfast,Monday,Auto Nagar,South Indian
Other,55-64,Married,Upper-Middle,Breakfast,Monday,Benz Circle,South Indian
Female,55-64,Married,Low,Lunch,Saturday,Poranki,Bakery
Female,45-54,Widowed,Low,Breakfast,Wednesday,Patamata,Continental
Male,55-64,Married,High,Snack,Wednesday,Poranki,Bakery
Male,45-54,Married,High,Late Night,Monday,MG Road,Chinese
Other,55-64,Single,High,Snack,Sunday,Bhavanipuram,Biryani
Male,55-64,Single,High,Snack,Saturday,Ramachandra Nagar,North Indian
Other,18-24,Married,Low,Lunch,Sunday,Ramachandra Nagar,North Indian
Other,25-34,Divorced,Upper-Middle,Late Night,Thursday,Poranki,Bakery
Female,55-64,Single,Middle,Snack,Tuesday,MG Road,Street Food
Male,18-24,Married,High,Lunch,Wednesday,One Town,Street Food
Male,25-34,Married,Middle,Snack,Wednesday,Bhavanipuram,Street Food
Other,45-54,Single,Upper-Middle,Late Night,Saturday,Gunadala,Fast Food
Male,18-24,Divorced,Low,Snack,Sunday,Bhavanipuram,Biryani
Other,18-24,Single,Upper-Middle,Lunch,Friday,Auto Nagar,Biryani
Female,45-54,Divorced,Low,Lunch,Thursday,Poranki,Bakery
Female,25-34,Widowed,Low,Late Night,Friday,Patamata,Continental
Other,45-54,Married,Low,Lunch,Thursday,MG Road,Chinese
Other,25-34,Widowed,Low,Lunch,Tuesday,Ramachandra Nagar,North Indian
Other,45-54,Married,Low,Dinner,Friday,Bhavanipuram,Biryani
Other,45-54,Widowed,Upper-Middle,Breakfast,Sunday,Bhavanipuram,Biryani
Other,25-34,Married,Upper-Middle,Breakfast,Saturday,Benz Circle,Fast Food
Male,45-54,Divorced,Low,Breakfast,Friday,Benz Circle,Fast Food
Other,55-64,Married,Low,Lunch,Tuesday,Benz Circle,Fast Food
Male,18-24,Widowed,Upper-Middle,Late Night,Friday,Gunadala,Fast Food
Other,25-34,Single,Low,Snack,Tuesday,MG Road,Chinese
Male,18-24,Married,Upper-Middle,Lunch,Thursday,Auto Nagar,Biryani
Male,55-64,Widowed,Low,Lunch,Sunday,Governorpet,South Indian
Other,55-64,Single,Middle,Late Night,Monday,Gunadala,Fast Food
Other,45-54,Widowed,High,Late Night,Thursday,Gunadala,South Indian
Male,18-24,Divorced,Middle,Lunch,Tuesday,Bhavanipuram,Biryani
Female,35-44,Divorced,Upper-Middle,Snack,Friday,Benz Circle,Fast Food
Other,55-64,Married,Upper-Middle,Breakfast,Wednesday,Governorpet,South Indian
Female,45-54,Divorced,Low,Dinner,Sunday,Ramachandra Nagar,North Indian
Male,35-44,Widowed,High,Lunch,Wednesday,Benz Circle,Fast Food
Male,35-44,Widowed,Middle,Breakfast,Tuesday,Ramachandra Nagar,North Indian
Other,18-24,Divorced,Upper-Middle,Dinner,Tuesday,Ramachandra Nagar,Biryani
Other,25-34,Married,Middle,Snack,Thursday,Governorpet,South Indian
Male,45-54,Divorced,Middle,Dinner,Saturday,Auto Nagar,Biryani
Female,35-44,Widowed,Middle,Late Night,Wednesday,Ramachandra Nagar,North Indian
Male,18-24,Single,High,Breakfast,Thursday,Governorpet,South Indian
Male,45-54,Married,Upper-Middle,Lunch,Saturday,Gunadala,South Indian
Female,25-34,Widowed,Upper-Middle,Late Night,Thursday,One Town,Fast Food
Male,55-64,Divorced,Middle,Lunch,Sunday,Bhavanipuram,Biryani
Male,45-54,Single,Low,Dinner,Tuesday,Poranki,Biryani
Other,55-64,Married,High,Dinner,Monday,MG Road,Chinese
Female,45-54,Married,High,Dinner,Thursday,Ramachandra Nagar,North Indian
Male,25-34,Single,Low,Lunch,Monday,One Town,Biryani
Male,55-64,Married,Low,Lunch,Thursday,Auto Nagar,Biryani
Female,45-54,Married,Middle,Late Night,Friday,Poranki,Bakery
Other,45-54,Widowed,High,Dinner,Saturday,Patamata,Continental
Female,25-34,Divorced,High,Snack,Friday,Governorpet,South Indian
Other,35-44,Married,High,Breakfast,Wednesday,Benz Circle,Fast Food
Male,25-34,Widowed,High,Lunch,Thursday,Benz Circle,Fast Food
Other,55-64,Married,High,Snack,Monday,Governorpet,South Indian
Male,55-64,Widowed,High,Breakfast,Tuesday,Governorpet,Fast Food
Female,55-64,Single,Low,Breakfast,Wednesday,Governorpet,South Indian
Male,25-34,Widowed,High,Snack,Friday,Auto Nagar,Biryani
Male,25-34,Divorced,Upper-Middle,Late Night,Wednesday,Governorpet,South Indian
Female,18-24,Divorced,Upper-Middle,Snack,Friday,Ramachandra Nagar,North Indian
Other,18-24,Married,High,Late Night,Monday,Patamata,North Indian
Male,18-24,Single,High,Snack,Tuesday,Bhavanipuram,Street Food
Other,55-64,Divorced,Middle,Lunch,Saturday,Benz Circle,Fast Food
Female,45-54,Married,Upper-Middle,Breakfast,Thursday,One Town,Street Food
Male,55-64,Single,Middle,Dinner,Monday,Patamata,Continental
Other,35-44,Married,Upper-Middle,Late Night,Monday,MG Road,Chinese
Other,18-24,Divorced,High,Late Night,Saturday,Bhavanipuram,Fast Food
Male,18-24,Divorced,High,Lunch,Thursday,Auto Nagar,Biryani
Female,18-24,Single,Upper-Middle,Lunch,Thursday,Bhavanipuram,Biryani
Other,18-24,Divorced,Upper-Middle,Late Night,Sunday,Patamata,Continental
Other,45-54,Single,Upper-Middle,Dinner,Thursday,Patamata,Chinese
Female,35-44,Divorced,Middle,Dinner,Sunday,Gunadala,South Indian
Female,18-24,Divorced,Upper-Middle,Snack,Tuesday,Gunadala,Street Food
Male,35-44,Single,Low,Breakfast,Monday,Auto Nagar,Biryani
Male,35-44,Divorced,Upper-Middle,Snack,Saturday,Patamata,Continental
Male,45-54,Single,Low,Lunch,Thursday,Poranki,Bakery
Male,55-64,Widowed,Low,Breakfast,Saturday,Ramachandra Nagar,North Indian
Other,18-24,Widowed,Middle,Snack,Friday,Governorpet,South Indian
Other,45-54,Divorced,High,Breakfast,Saturday,MG Road,Chinese
Male,25-34,Married,High,Dinner,Sunday,Bhavanipuram,Biryani
Other,45-54,Married,High,Snack,Monday,Auto Nagar,Biryani
Male,45-54,Widowed,High,Dinner,Tuesday,Poranki,Bakery
Other,35-44,Married,Low,Lunch,Thursday,Patamata,Biryani
Other,45-54,Widowed,Middle,Dinner,Sunday,MG Road,Biryani
Female,35-44,Married,High,Late Night,Wednesday,One Town,Street Food
Male,18-24,Divorced,Middle,Late Night,Saturday,Ramachandra Nagar,Bakery
Male,18-24,Married,Low,Lunch,Tuesday,Patamata,Continental
Female,18-24,Widowed,Middle,Breakfast,Saturday,Poranki,Bakery
Female,45-54,Divorced,Upper-Middle,Snack,Wednesday,Ramachandra Nagar,North Indian
Male,35-44,Single,Low,Late Night,Friday,One Town,Street Food
Other,55-64,Married,High,Lunch,Friday,Benz Circle,Fast Food
Female,18-24,Widowed,Middle,Lunch,Friday,Patamata,South Indian
Male,35-44,Divorced,Low,Late Night,Friday,Bhavanipuram,Fast Food
Female,25-34,Divorced,High,Late Night,Thursday,MG Road,Chinese
Other,55-64,Widowed,Low,Breakfast,Tuesday,Governorpet,South Indian
Other,35-44,Single,Upper-Middle,Lunch,Sunday,Governorpet,South Indian
Other,45-54,Divorced,Upper-Middle,Snack,Thursday,MG Road,Chinese
Other,35-44,Divorced,Middle,Lunch,Wednesday,Governorpet,South Indian
Male,25-34,Widowed,Low,Snack,Thursday,Ramachandra Nagar,North Indian
Female,55-64,Married,Low,Snack,Wednesday,One Town,Street Food
Female,18-24,Divorced,High,Late Night,Sunday,MG Road,Fast Food
Female,25-34,Married,Middle,Breakfast,Saturday,Gunadala,South Indian
Other,55-64,Widowed,Upper-Middle,Breakfast,Monday,Ramachandra Nagar,South Indian
Other,35-44,Divorced,High,Breakfast,Monday,Ramachandra Nagar,Fast Food
Female,18-24,Single,Upper-Middle,Dinner,Tuesday,Governorpet,South Indian
Male,45-54,Divorced,Middle,Breakfast,Saturday,Benz Circle,South Indian
Other,55-64,Divorced,Upper-Middle,Late Night,Wednesday,Ramachandra Nagar,North Indian
Female,55-64,Single,Upper-Middle,Breakfast,Wednesday,Patamata,Continental
Female,18-24,Married,Upper-Middle,Lunch,Wednesday,Patamata,Continental
Other,55-64,Married,Low,Lunch,Saturday,MG Road,Biryani
Male,18-24,Widowed,Upper-Middle,Dinner,Wednesday,MG Road,Chinese
Other,25-34,Married,High,Late Night,Wednesday,Patamata,Fast Food
Female,55-64,Widowed,High,Snack,Saturday,Gunadala,South Indian
Male,25-34,Married,Low,Breakfast,Friday,Bhavanipuram,Biryani
Female,35-44,Widowed,Upper-Middle,Snack,Friday,MG Road,Chinese
Male,18-24,Widowed,Upper-Middle,Dinner,Thursday,Benz Circle,Fast Food
Female,45-54,Divorced,Upper-Middle,Dinner,Sunday,Governorpet,South Indian
Male,25-34,Single,Middle,Lunch,Saturday,MG Road,Chinese
Female,35-44,Widowed,Upper-Middle,Late Night,Tuesday,Poranki,Bakery
Male,18-24,Married,High,Lunch,Sunday,Auto Nagar,South Indian
Female,45-54,Divorced,Low,Dinner,Monday,Ramachandra Nagar,Biryani
Male,25-34,Divorced,Middle,Dinner,Thursday,Benz Circle,Biryani
Other,45-54,Widowed,Middle,Snack,Wednesday,Benz Circle,Fast Food
Other,18-24,Married,Middle,Lunch,Sunday,One Town,Street Food
Male,45-54,Single,Low,Late Night,Thursday,Benz Circle,Fast Food
Male,35-44,Divorced,Middle,Breakfast,Tuesday,Poranki,Bakery
Other,45-54,Widowed,Upper-Middle,Late Night,Saturday,Governorpet,South Indian
Female,35-44,Widowed,High,Late Night,Wednesday,Bhavanipuram,Continental
Male,55-64,Married,High,Snack,Monday,MG Road,Chinese
Male,55-64,Married,High,Dinner,Sunday,Bhavanipuram,Biryani
Female,45-54,Divorced,Low,Snack,Thursday,Auto Nagar,Biryani
Male,25-34,Divorced,Upper-Middle,Dinner,Monday,Patamata,Continental
Male,35-44,Married,High,Dinner,Saturday,Bhavanipuram,Bakery
Female,25-34,Widowed,Middle,Snack,Saturday,Governorpet,Street Food
Other,45-54,Divorced,Middle,Lunch,Wednesday,Patamata,Fast Food
Male,25-34,Single,High,Breakfast,Friday,Poranki,South Indian
Female,25-34,Divorced,Low,Dinner,Tuesday,Benz Circle,Biryani
Male,25-34,Divorced,Low,Dinner,Tuesday,Auto Nagar,Biryani
Female,35-44,Divorced,High,Lunch,Sunday,Poranki,Bakery
Male,35-44,Divorced,Upper-Middle,Snack,Wednesday,Auto Nagar,Street Food
Other,45-54,Widowed,High,Snack,Friday,Auto Nagar,Biryani
Male,25-34,Divorced,Upper-Middle,Snack,Friday,One Town,Street Food
Other,25-34,Single,Low,Snack,Saturday,Auto Nagar,Biryani
Other,25-34,Single,Low,Snack,Saturday,Patamata,South Indian
Male,25-34,Single,High,Snack,Thursday,Bhavanipuram,Biryani
Male,45-54,Single,Upper-Middle,Lunch,Thursday,MG Road,Biryani
Other,45-54,Divorced,Low,Late Night,Friday,Ramachandra Nagar,North Indian
Male,55-64,Divorced,Upper-Middle,Lunch,Thursday,Benz Circle,Fast Food
Other,25-34,Widowed,High,Dinner,Tuesday,Bhavanipuram,Biryani
Other,55-64,Married,High,Breakfast,Sunday,Bhavanipuram,Biryani
Female,25-34,Widowed,Middle,Snack,Saturday,Auto Nagar,Biryani
Male,35-44,Single,Middle,Snack,Thursday,One Town,Street Food
Male,25-34,Married,Upper-Middle,Snack,Thursday,Bhavanipuram,Biryani
Female,45-54,Married,Low,Breakfast,Wednesday,Governorpet,South Indian
Other,18-24,Single,Upper-Middle,Snack,Sunday,Ramachandra Nagar,North Indian
Other,25-34,Divorced,Upper-Middle,Lunch,Sunday,One Town,Street Food
Male,45-54,Married,High,Dinner,Saturday,Benz Circle,Fast Food
Other,18-24,Single,Upper-Middle,Snack,Thursday,Poranki,South Indian
Male,18-24,Single,High,Late Night,Monday,Poranki,Bakery
Female,35-44,Divorced,Upper-Middle,Lunch,Thursday,Governorpet,Biryani
Other,25-34,Single,High,Late Night,Tuesday,Bhavanipuram,Biryani
Female,55-64,Married,High,Dinner,Friday,Benz Circle,Fast Food
Male,35-44,Widowed,Middle,Breakfast,Tuesday,Poranki,Bakery
Male,55-64,Widowed,High,Breakfast,Monday,One Town,Street Food
Female,35-44,Divorced,Middle,Late Night,Thursday,Ramachandra Nagar,North Indian
Other,55-64,Single,Upper-Middle,Lunch,Sunday,Governorpet,Biryani
Male,45-54,Divorced,Low,Lunch,Monday,Gunadala,South Indian
Other,25-34,Married,High,Breakfast,Friday,MG Road,Chinese
Female,25-34,Married,High,Lunch,Thursday,Auto Nagar,Continental
Male,45-54,Single,Middle,Snack,Thursday,Benz Circle,Street Food
Other,25-34,Widowed,Upper-Middle,Snack,Monday,Patamata,Continental
Female,55-64,Single,Low,Late Night,Sunday,Gunadala,South Indian
Male,35-44,Married,High,Late Night,Friday,One Town,Continental
Male,25-34,Single,Upper-Middle,Lunch,Monday,MG Road,Chinese
Female,18-24,Married,Upper-Middle,Snack,Thursday,One Town,Street Food
Female,55-64,Single,Upper-Middle,Snack,Sunday,Governorpet,South Indian
Other,55-64,Married,Middle,Breakfast,Friday,MG Road,Chinese
Female,35-44,Divorced,Upper-Middle,Breakfast,Sunday,Ramachandra Nagar,South Indian
Male,18-24,Married,Middle,Snack,Thursday,Bhavanipuram,Biryani
Male,55-64,Married,Upper-Middle,Late Night,Friday,Governorpet,South Indian
Female,55-64,Married,Middle,Dinner,Tuesday,MG Road,Chinese
Other,18-24,Divorced,Low,Snack,Monday,Patamata,Continental
Other,35-44,Single,Upper-Middle,Dinner,Sunday,Patamata,Continental
Other,18-24,Divorced,Low,Dinner,Sunday,One Town,Biryani
Male,18-24,Single,Low,Lunch,Tuesday,Governorpet,Biryani
Other,25-34,Widowed,Middle,Snack,Monday,One Town,Street Food
Male,55-64,Widowed,Middle,Breakfast,Wednesday,Governorpet,South Indian
Male,35-44,Widowed,Upper-Middle,Snack,Friday,Gunadala,Street Food
Other,35-44,Married,High,Lunch,Monday,MG Road,Chinese
Other,35-44,Married,Upper-Middle,Late Night,Sunday,Poranki,Bakery
Other,35-44,Widowed,Low,Snack,Tuesday,Benz Circle,Fast Food
Other,25-34,Widowed,Middle,Snack,Monday,Governorpet,South Indian
Male,35-44,Married,High,Dinner,Monday,Gunadala,South Indian
Other,45-54,Single,High,Snack,Wednesday,Bhavanipuram,Biryani
Male,18-24,Widowed,Middle,Breakfast,Monday,Auto Nagar,Biryani
Female,45-54,Divorced,High,Late Night,Thursday,Auto Nagar,Biryani
Female,25-34,Widowed,Middle,Lunch,Saturday,Auto Nagar,Biryani
Other,18-24,Single,High,Snack,Tuesday,Benz Circle,Street Food
Other,18-24,Widowed,Low,Dinner,Tuesday,Patamata,Continental
Other,18-24,Divorced,Upper-Middle,Dinner,Tuesday,Gunadala,Biryani
Male,55-64,Married,Middle,Snack,Friday,Auto Nagar,Biryani
Female,45-54,Widowed,High,Breakfast,Monday,Governorpet,South Indian
Female,45-54,Divorced,High,Snack,Saturday,One Town,Street Food
Other,45-54,Widowed,Low,Late Night,Tuesday,Poranki,South Indian
Other,45-54,Divorced,High,Lunch,Wednesday,Auto Nagar,Biryani
Other,18-24,Single,Middle,Dinner,Saturday,Governorpet,Biryani
Male,45-54,Divorced,Upper-Middle,Dinner,Wednesday,Auto Nagar,Biryani
Other,45-54,Married,Upper-Middle,Breakfast,Friday,Patamata,Continental
Other,45-54,Married,High,Breakfast,Sunday,MG Road,Chinese
Female,35-44,Single,Upper-Middle,Late Night,Saturday,Ramachandra Nagar,North Indian
Other,45-54,Widowed,High,Dinner,Monday,Poranki,Bakery
Other,35-44,Single,Low,Snack,Monday,Auto Nagar,Biryani
Other,25-34,Single,Middle,Breakfast,Tuesday,Bhavanipuram,Biryani
Other,25-34,Widowed,Middle,Dinner,Thursday,Benz Circle,Fast Food
Male,55-64,Widowed,Low,Lunch,Wednesday,One Town,Street Food
Other,25-34,Single,Middle,Breakfast,Friday,MG Road,Chinese
Other,25-34,Divorced,Middle,Breakfast,Tuesday,Patamata,Chinese
Male,55-64,Married,Upper-Middle,Snack,Monday,Governorpet,Street Food
Other,35-44,Widowed,Low,Breakfast,Wednesday,One Town,Street Food
Male,18-24,Divorced,Middle,Snack,Monday,MG Road,Chinese
Male,45-54,Single,Low,Dinner,Friday,Poranki,Bakery
Female,35-44,Single,Upper-Middle,Late Night,Sunday,Patamata,Continental
Female,35-44,Widowed,Low,Dinner,Tuesday,Ramachandra Nagar,North Indian
Female,35-44,Divorced,Middle,Dinner,Wednesday,Benz Circle,Fast Food
Female,35-44,Married,Low,Dinner,Thursday,Governorpet,South Indian
Other,55-64,Widowed,Upper-Middle,Late Night,Thursday,Benz Circle,Fast Food
Female,45-54,Divorced,Middle,Breakfast,Wednesday,Governorpet,South Indian
Male,25-34,Widowed,Middle,Breakfast,Sunday,Gunadala,South Indian
Male,55-64,Divorced,Upper-Middle,Snack,Tuesday,Poranki,South Indian
Other,35-44,Single,Middle,Dinner,Thursday,Patamata,Continental
Female,35-44,Married,High,Snack,Thursday,Governorpet,South Indian
Male,55-64,Married,High,Dinner,Saturday,Gunadala,Biryani
Other,25-34,Widowed,Upper-Middle,Snack,Saturday,MG Road,Chinese
Male,25-34,Single,Upper-Middle,Lunch,Thursday,Bhavanipuram,Biryani
Other,55-64,Single,Middle,Breakfast,Saturday,Patamata,South Indian
Female,25-34,Divorced,Upper-Middle,Dinner,Monday,Patamata,Biryani
Female,55-64,Married,Upper-Middle,Snack,Sunday,Bhavanipuram,Biryani
